text,place,place_num,area,area_num,latlon
Άνθρωπος αγράμματος ξύλο απελέκητο,"{'Θράκη>Αυδήμιο', 'Ικαρία>Ράχες', 'Ανατολική Θράκη', 'Ιωάννινα>Μέγα Περιστέρι', 'Πρέβεζα>Πάργα>Καρυδέα', 'Θεσπρωτία>Κωστάνα', 'Βοιωτία>Αράχωβα', 'Θεσπρωτία>Παραμυθιά', 'Μακεδονία>Καταφύγι', 'Μικρά Ασία>Βιθυνία>Σιγή', 'Ημαθία>Βασσαράς', 'Καστοριά', 'Αχαΐα>Πάτρα', 'Φιλιππούπολη'}",14,"{'Πρέβεζα', 'Ανατολική Θράκη', 'Ικαρία', 'Θράκη', 'Μικρά Ασία', 'Αχαΐα', 'Θεσπρωτία', 'Βοιωτία', 'Ιωάννινα', 'Καστοριά', 'Ημαθία', 'Μακεδονία', 'Φιλιππούπολη'}",13,"[(38.9571673, 20.7516209), (41.6759327, 26.5587225), (37.599929450000005, 26.151689404867284), (38.0105134, 23.7327576), (38.1846366, 23.5122768), (38.0692748, 21.87273042232539), (39.54401235, 20.308355368968883), (38.35744775, 23.11012390870053), (39.6639818, 20.8522784), (40.5216297, 21.2636522), (40.65453325, 22.13931950431656), (40.6186482, 22.91795361795959), (39.6327644, 22.3965233)]"
Άνθρωπος αγράμματος ξύλον απελέκητο,"{'Κρήτη', 'Μικρά Ασία>Κυδωνία', 'Μικρά Ασία>Σαμψούντα', 'Νάξος>Απείρανθος', 'Κύπρος>Λευκόνοικο'}",5,"{'Μικρά Ασία', 'Κρήτη', 'Κύπρος', 'Νάξος'}",4,"[(38.1846366, 23.5122768), (35.308495199999996, 24.46334231842296), (34.9174159, 32.889902651331866), (37.06001045, 25.47075670857837)]"
Άνθρωπος αγράμματος ξύλον απελέκητον,"{'Μικρά Ασία>Σινώπη', 'Πόντος>Χαλδία', 'Θράκη>Σηλυβρία', 'Πόντος', 'Φιλιππούπολη', 'Κύπρος>Λευκόνοικο'}",6,"{'Κύπρος', 'Θράκη', 'Μικρά Ασία', 'Πόντος', 'Φιλιππούπολη'}",5,"[(34.9174159, 32.889902651331866), (38.0105134, 23.7327576), (38.1846366, 23.5122768), (40.8909282, 25.8663242), (39.6327644, 22.3965233)]"
"Άνθρωπος αγράμματος, ξύλο απελέκητο","{'Νίσυρος>Νικειά', 'Ανδρίτσαινα Ολυμπίου', 'Λακωνία>Σπάρτη', 'Ρούμελη'}",4,"{'Λακωνία', 'Ανδρίτσαινα Ολυμπίου', 'Νίσυρος', 'Ρούμελη'}",4,"[(36.76027945, 22.79046431389755), (37.5211202, 21.86915537501057), (36.58904575, 27.169184022557516), (35.5099769, 24.0313692)]"
"Άνθρωπος αγράμματος, ξύλον απελέκητο","{'Κρήτη>Ινναχώριο>Περιβόλια', 'Νάξος>Απείρανθος'}",2,"{'Κρήτη', 'Νάξος'}",2,"[(35.308495199999996, 24.46334231842296), (37.06001045, 25.47075670857837)]"
"Άνθρωπος αγράμματος, ξύλον απελέκητον","{'Αχαΐα>Πάτρα', 'Θράκη>Πετροχώρι Μετρών'}",2,"{'Αχαΐα', 'Θράκη'}",2,"[(38.0692748, 21.87273042232539), (38.0105134, 23.7327576)]"
Άνθρωπος ανθρώπου 'μοιάζει και το πράμα του πραμάτου,"{'Αχαΐα>Πάτρα', 'Ήπειρος'}",2,"{'Ήπειρος', 'Αχαΐα'}",2,"[(39.6501917, 20.690845557013784), (38.0692748, 21.87273042232539)]"
Άνθρωπος ανθρώπου μοιάζει και το πράμα του πραμάτου,"{'Κεφαλληνία', 'Αχαΐα>Πάτρα', 'Κάλυμνος'}",3,"{'Κεφαλληνία', 'Αχαΐα', 'Κάλυμνος'}",3,"[(38.2660322, 20.53739027630735), (38.0692748, 21.87273042232539), (37.0025735, 26.992307153388214)]"
Άνθρωπος βαρυορρίζικος ατός του κι' απατός του,"{'Αμοργός', 'Θήρα (Σαντορίνη)'}",2,"{'Αμοργός', 'Θήρα (Σαντορίνη)'}",2,"[(36.85252415, 25.898486967715655), (36.4071112, 25.456663652707153)]"
Άνθρωπος ο πολυβούλος κι ο Θεός κοψοβούλος,"{'Αρκαδία>Γορτυνία', 'Θεσπρωτία>Παραμυθιά', 'Αρκαδία>Δημητσάνα'}",3,"{'Θεσπρωτία', 'Αρκαδία'}",2,"[(39.54401235, 20.308355368968883), (37.42908855, 22.423541964571157)]"
Άνθρωπος τ' ανθρώπου μοιάζει και το πράμα του πραμάτου,"{'Κρήτη', 'Κεφαλληνία', 'Κάλυμνος', 'Επτάνησος'}",4,"{'Κρήτη', 'Κεφαλληνία', 'Κάλυμνος', 'Επτάνησος'}",4,"[(35.308495199999996, 24.46334231842296), (38.2660322, 20.53739027630735), (37.0025735, 26.992307153388214), (38.8351105, 20.7094392)]"
Άνθρωπος του σκοινιού και του παλουκιού,"{'Λακωνία', 'Αμοργός', 'Ήπειρος'}",3,"{'Λακωνία', 'Αμοργός', 'Ήπειρος'}",3,"[(36.76027945, 22.79046431389755), (36.85252415, 25.898486967715655), (39.6501917, 20.690845557013784)]"
Άνθρωπος χωρίς δουλειά της Χώρας η καταλαλιά,"{'Θράκη>Σουφλί', 'Ρούμελη'}",2,"{'Ρούμελη', 'Θράκη'}",2,"[(35.5099769, 24.0313692), (38.0105134, 23.7327576)]"
Άνοιξε η γη και τον κατάπιε,"{'Ιωάννινα>Μέγα Περιστέρι', 'Μικρά Ασία>Κυδωνία', 'Μικρά Ασία>Βουρλά'}",3,"{'Μικρά Ασία', 'Ιωάννινα'}",2,"[(38.1846366, 23.5122768), (39.6639818, 20.8522784)]"
Άντρα θέλω τώρα θέλω,"{'Καστοριά', 'Αδριανούπολη'}",2,"{'Καστοριά', 'Αδριανούπολη'}",2,"[(40.5216297, 21.2636522), (41.7111279, 26.3579609)]"
Άντρα θέλω τώρα τον θέλω,"{'Κοζάνη>Μηλιά', 'Ήπειρος>Δρόβιανη', 'Τήλος'}",3,"{'Κοζάνη', 'Ήπειρος', 'Τήλος'}",3,"[(40.3007259, 21.7883119), (39.6501917, 20.690845557013784), (36.42930045, 27.316339433417117)]"
"Άντρα θέλω, τώρα θέλω","{'Σίφνος', 'Θράκη>Σωζόπολη', 'Ανατολική Θράκη', 'Μακεδονία'}",4,"{'Σίφνος', 'Ανατολική Θράκη', 'Μακεδονία', 'Θράκη'}",4,"[(36.9714014, 24.708110417765855), (41.6759327, 26.5587225), (40.6186482, 22.91795361795959), (38.0105134, 23.7327576)]"
"Άντρα θέλω, τώρα τον θέλω","{'Μικρά Ασία>Βουρλά', 'Κοζάνη>Βόϊο>Γαλατινή', 'Αμοργός'}",3,"{'Μικρά Ασία', 'Αμοργός', 'Κοζάνη'}",3,"[(38.1846366, 23.5122768), (36.85252415, 25.898486967715655), (40.3007259, 21.7883119)]"
Άξιος ο μισθός σου!,"{'Αμοργός', 'Επτάνησος'}",2,"{'Αμοργός', 'Επτάνησος'}",2,"[(36.85252415, 25.898486967715655), (38.8351105, 20.7094392)]"
Άπιαστα περδίκια πέντε στον παρά,"{'Αρκαδία>Γορτυνία', 'Κοζάνη>Βόϊο>Βυθός'}",2,"{'Κοζάνη', 'Αρκαδία'}",2,"[(40.3007259, 21.7883119), (37.42908855, 22.423541964571157)]"
Άπιαστα πουλιά δέκα στον παρά,"{'Καστοριά>Απόσκεπος', 'Μεσσηνία', 'Αχαΐα>Αίγιο', 'Αμοργός', 'Μικρά Ασία>Κύζικος>Αρτάκη'}",5,"{'Μικρά Ασία', 'Μεσσηνία', 'Καστοριά', 'Αμοργός', 'Αχαΐα'}",5,"[(38.1846366, 23.5122768), (36.70694815, 22.122363134012744), (40.5216297, 21.2636522), (36.85252415, 25.898486967715655), (38.0692748, 21.87273042232539)]"
Άπιαστα πουλιά χίλια ς τον παρά,"{'Εύβοια>Κύμη', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Εύβοια'}",2,"[(38.0692748, 21.87273042232539), (38.49417235, 23.91108439913793)]"
Άπιαστα πουλιά χίλια στον παρά,"{'Κρήτη', 'Μικρά Ασία>Σινώπη', 'Βόρειος Ήπειρος>Ντερβιτσάνη Αργυροκάστρου', 'Αρκαδία>Κυνουρία>Βούρβουρα', 'Ήπειρος>Κόνιτσα', 'Ήπειρος>Κόνιτσα>Βούρμπιανη', 'Ιωάννινα>Μέγα Περιστέρι', 'Κορινθία>Τρίκαλα', 'Κρήτη>Λασίθι>Άγιος Κωνσταντίνος', 'Ημαθία>Βασσαράς', 'Αμοργός', 'Ήπειρος'}",12,"{'Κρήτη', 'Αρκαδία', 'Μικρά Ασία', 'Κορινθία', 'Αμοργός', 'Ιωάννινα', 'Βόρειος Ήπειρος', 'Ημαθία', 'Ήπειρος'}",9,"[(35.308495199999996, 24.46334231842296), (37.42908855, 22.423541964571157), (38.1846366, 23.5122768), (37.96299085, 22.733342367236247), (36.85252415, 25.898486967715655), (39.6639818, 20.8522784), (39.49035545, 20.257136809996837), (40.65453325, 22.13931950431656), (39.6501917, 20.690845557013784)]"
Άπιαστα πουλιά χίλια στον παρά!,"{'Μικρά Ασία>Κυδωνία', 'Βόρειος Ήπειρος'}",2,"{'Μικρά Ασία', 'Βόρειος Ήπειρος'}",2,"[(38.1846366, 23.5122768), (39.49035545, 20.257136809996837)]"
"Άπιαστα πουλιά, χίλια στο παρά","{'Κεφαλληνία>Λειβαθώ', 'Κρήτη>Σητεία>Σκοπή', 'Θεσπρωτία>Κωστάνα'}",3,"{'Κρήτη', 'Θεσπρωτία', 'Κεφαλληνία'}",3,"[(35.308495199999996, 24.46334231842296), (39.54401235, 20.308355368968883), (38.2660322, 20.53739027630735)]"
"Άπιαστα πουλιά, χίλια στον παρά","{'Κεφαλληνία>Λειβαθώ', 'Λακωνία>Σπάρτη', 'Κρήτη>Βιάννος'}",3,"{'Λακωνία', 'Κρήτη', 'Κεφαλληνία'}",3,"[(36.76027945, 22.79046431389755), (35.308495199999996, 24.46334231842296), (38.2660322, 20.53739027630735)]"
Άπιαστος κλέφτης καθάριος νοικοκύρης,"{'Καστελλόριζο (Μεγίστη)', 'Κρήτη', 'Λακωνία', 'Θράκη>Σηλυβρία', 'Εύβοια>Αγία Άννα', 'Κάρπαθος', 'Μικρά Ασία>Βιθυνία>Σιγή', 'Ημαθία>Βασσαράς', 'Θράκη>Σουφλί', 'Ήπειρος', 'Φιλιππούπολη'}",11,"{'Καστελλόριζο (Μεγίστη)', 'Κρήτη', 'Θράκη', 'Λακωνία', 'Μικρά Ασία', 'Κάρπαθος', 'Εύβοια', 'Ημαθία', 'Ήπειρος', 'Φιλιππούπολη'}",10,"[(36.14380335, 29.58738313435298), (35.308495199999996, 24.46334231842296), (38.0105134, 23.7327576), (36.76027945, 22.79046431389755), (38.1846366, 23.5122768), (35.6136611, 27.11925668821135), (38.49417235, 23.91108439913793), (40.65453325, 22.13931950431656), (39.6501917, 20.690845557013784), (39.6327644, 22.3965233)]"
"Άπιαστος κλέφτης, καθάριος νοικοκύρης","{'Κρήτη', 'Κάρπαθος', 'Θράκη>Σωζόπολη', 'Μικρά Ασία>Κύζικος>Αρτάκη', 'Ήπειρος'}",5,"{'Κρήτη', 'Θράκη', 'Μικρά Ασία', 'Κάρπαθος', 'Ήπειρος'}",5,"[(35.308495199999996, 24.46334231842296), (38.0105134, 23.7327576), (38.1846366, 23.5122768), (35.6136611, 27.11925668821135), (39.6501917, 20.690845557013784)]"
Άπλυτα σκουτιά κι' οι αμαρτίες μαζεύονται γλήγορα,"{'Αρκαδία>Γορτυνία', 'Μεσσηνία'}",2,"{'Μεσσηνία', 'Αρκαδία'}",2,"[(36.70694815, 22.122363134012744), (37.42908855, 22.423541964571157)]"
Άρα και κατάρα,"{'Αχαΐα>Καλάβρυτα', 'Αμοργός'}",2,"{'Αμοργός', 'Αχαΐα'}",2,"[(36.85252415, 25.898486967715655), (38.0692748, 21.87273042232539)]"
Άρα κατάρα,"{'Ήπειρος>Ζαγόρι>Βίτσα', 'Αδριανούπολη', 'Μακεδονία', 'Νάξος>Δαμαριώνας', 'Αρκαδία>Δημητσάνα'}",5,"{'Νάξος', 'Αρκαδία', 'Αδριανούπολη', 'Μακεδονία', 'Ήπειρος'}",5,"[(37.06001045, 25.47075670857837), (37.42908855, 22.423541964571157), (41.7111279, 26.3579609), (40.6186482, 22.91795361795959), (39.6501917, 20.690845557013784)]"
Άρα μάρα,"{'Αιτωλία', 'Ημαθία>Βασσαράς', 'Καστοριά', 'Πόντος', 'Ήπειρος'}",5,"{'Αιτωλία', 'Καστοριά', 'Ημαθία', 'Ήπειρος', 'Πόντος'}",5,"[(37.4204248, 24.9479564), (40.5216297, 21.2636522), (40.65453325, 22.13931950431656), (39.6501917, 20.690845557013784), (40.8909282, 25.8663242)]"
Άρα μάρα και κατάρα,"{'Λακωνία', 'Αμοργός'}",2,"{'Λακωνία', 'Αμοργός'}",2,"[(36.76027945, 22.79046431389755), (36.85252415, 25.898486967715655)]"
Άρατα θέματα,"{'Αρκαδία>Γορτυνία', 'Αμοργός', 'Κρήτη'}",3,"{'Κρήτη', 'Αμοργός', 'Αρκαδία'}",3,"[(35.308495199999996, 24.46334231842296), (36.85252415, 25.898486967715655), (37.42908855, 22.423541964571157)]"
Άρατε πύλας,"{'Μικρά Ασία>Λιβίσσι (Λειβίσσι)', 'Αμοργός', 'Κύπρος'}",3,"{'Μικρά Ασία', 'Αμοργός', 'Κύπρος'}",3,"[(38.1846366, 23.5122768), (36.85252415, 25.898486967715655), (34.9174159, 32.889902651331866)]"
Άργησε και φέρ' αλεύρι,"{'Χίος', 'Ρόδος>Αφάντος', 'Νάξος>Απείρανθος', 'Ρόδος'}",4,"{'Ρόδος', 'Νάξος', 'Χίος'}",3,"[(36.172529749999995, 27.91940163839584), (37.06001045, 25.47075670857837), (38.37581315, 26.064655246170453)]"
Άρες μάρες,"{'Θράκη>Αίνος', 'Αρκαδία'}",2,"{'Αρκαδία', 'Θράκη'}",2,"[(37.42908855, 22.423541964571157), (38.0105134, 23.7327576)]"
Άρες μάρες κουκουμάρες,"{'Κάρπαθος', 'Θήρα (Σαντορίνη)', 'Ρόδος'}",3,"{'Κάρπαθος', 'Θήρα (Σαντορίνη)', 'Ρόδος'}",3,"[(35.6136611, 27.11925668821135), (36.4071112, 25.456663652707153), (36.172529749999995, 27.91940163839584)]"
Άρες μάρες κουκουνάρες,"{'Αρκαδία>Γορτυνία', 'Ιωάννινα>Μέγα Περιστέρι', 'Αρκαδία>Γορτυνία>Λάστα', 'Φιλιππούπολη'}",4,"{'Ιωάννινα', 'Αρκαδία', 'Φιλιππούπολη'}",3,"[(39.6639818, 20.8522784), (37.42908855, 22.423541964571157), (39.6327644, 22.3965233)]"
Άρες μάρες κουταμάρες,"{'Μικρά Ασία>Κυδωνία', 'Θράκη>Πετροχώρι Μετρών'}",2,"{'Μικρά Ασία', 'Θράκη'}",2,"[(38.1846366, 23.5122768), (38.0105134, 23.7327576)]"
"Άρες, μάρες, κουκουνάρες","{'Αρκαδία>Μεγαλόπολη', 'Θράκη>Αίνος', 'Εύβοια>Κάρυστος'}",3,"{'Αρκαδία', 'Εύβοια', 'Θράκη'}",3,"[(37.42908855, 22.423541964571157), (38.49417235, 23.91108439913793), (38.0105134, 23.7327576)]"
Άρις μάρις κουκουνάρις,"{'Θράκη>Αίνος', 'Μικρά Ασία>Λιβίσσι (Λειβίσσι)'}",2,"{'Μικρά Ασία', 'Θράκη'}",2,"[(38.1846366, 23.5122768), (38.0105134, 23.7327576)]"
Άρμα πυρός και ίππος πυρός,"{'Λακωνία', 'Αμοργός', 'Ρόδος'}",3,"{'Λακωνία', 'Αμοργός', 'Ρόδος'}",3,"[(36.76027945, 22.79046431389755), (36.85252415, 25.898486967715655), (36.172529749999995, 27.91940163839584)]"
Άρμεγε και κούρευε λάλει και δερμάτχιαζε,"{'Πήλιο>Ζαγορά', 'Αιτωλία>Άγραφα'}",2,"{'Πήλιο', 'Αιτωλία'}",2,"[(39.3650875, 23.1355607), (37.4204248, 24.9479564)]"
"Άρμεγε και κούρευε, χέζε και δεμάτιαζε","{'Αχαΐα>Πάτρα', 'Επτάνησος'}",2,"{'Αχαΐα', 'Επτάνησος'}",2,"[(38.0692748, 21.87273042232539), (38.8351105, 20.7094392)]"
"Άρμιγι κι κούριβι, χέζι κι διρμάτιαζι","{'Μικρά Ασία>Αδραμύττιο', 'Μακεδονία>Ρουμλούκι'}",2,"{'Μικρά Ασία', 'Μακεδονία'}",2,"[(38.1846366, 23.5122768), (40.6186482, 22.91795361795959)]"
Άρον άρον,"{'Αμοργός', 'Θράκη>Σαράντα Εκκλησίες'}",2,"{'Αμοργός', 'Θράκη'}",2,"[(36.85252415, 25.898486967715655), (38.0105134, 23.7327576)]"
Άρον άρον σταύρωσον αυτόν,"{'Μικρά Ασία>Λιβίσσι (Λειβίσσι)', 'Θράκη>Μάδυτος'}",2,"{'Μικρά Ασία', 'Θράκη'}",2,"[(38.1846366, 23.5122768), (38.0105134, 23.7327576)]"
"Άρον, άρον","{'Κύπρος', 'Ήπειρος'}",2,"{'Κύπρος', 'Ήπειρος'}",2,"[(34.9174159, 32.889902651331866), (39.6501917, 20.690845557013784)]"
Άρπαξε να φάς και κλέψε να 'χης,"{'Αχαΐα>Πάτρα', 'Ήπειρος'}",2,"{'Ήπειρος', 'Αχαΐα'}",2,"[(39.6501917, 20.690845557013784), (38.0692748, 21.87273042232539)]"
Άρπαξε να φας και κλέψε νάχης,"{'Μικρά Ασία>Σινώπη', 'Αμοργός', 'Μακεδονία', 'Θεσπρωτία>Παραμυθιά'}",4,"{'Μικρά Ασία', 'Αμοργός', 'Θεσπρωτία', 'Μακεδονία'}",4,"[(38.1846366, 23.5122768), (36.85252415, 25.898486967715655), (39.54401235, 20.308355368968883), (40.6186482, 22.91795361795959)]"
Άρπαξε να φας και κλέψε να χης,"{'Μικρά Ασία>Σινώπη', 'Μικρά Ασία>Κύζικος', 'Κάρπαθος', 'Μικρά Ασία>Κύζικος>Πάνορμος', 'Αχαΐα>Πάτρα', 'Ήπειρος', 'Φιλιππούπολη'}",7,"{'Μικρά Ασία', 'Αχαΐα', 'Κάρπαθος', 'Ήπειρος', 'Φιλιππούπολη'}",5,"[(38.1846366, 23.5122768), (38.0692748, 21.87273042232539), (35.6136611, 27.11925668821135), (39.6501917, 20.690845557013784), (39.6327644, 22.3965233)]"
Άρρατα θέματα,"{'Αδριανούπολη', 'Λέσβος', 'Μικρά Ασία>Σινώπη', 'Θράκη>Πετροχώρι Μετρών'}",4,"{'Αδριανούπολη', 'Λέσβος', 'Μικρά Ασία', 'Θράκη'}",4,"[(41.7111279, 26.3579609), (39.17584185, 25.998913450232415), (38.1846366, 23.5122768), (38.0105134, 23.7327576)]"
"Άρρατα θέματα, κουκκιά μαγερεμένα","{'Μικρά Ασία>Σινώπη', 'Πόντος>Οινόη'}",2,"{'Μικρά Ασία', 'Πόντος'}",2,"[(38.1846366, 23.5122768), (40.8909282, 25.8663242)]"
Άρρητ' αθέμιτα,"{'Θράκη>Αίνος', 'Ήπειρος', 'Ιωάννινα>Νεγάδες'}",3,"{'Ιωάννινα', 'Ήπειρος', 'Θράκη'}",3,"[(39.6639818, 20.8522784), (39.6501917, 20.690845557013784), (38.0105134, 23.7327576)]"
Άρρητ' αθέμιτα κουκκιά μαγειρεμένα,"{'Αδριανούπολη', 'Μικρά Ασία>Λιβίσσι (Λειβίσσι)'}",2,"{'Αδριανούπολη', 'Μικρά Ασία'}",2,"[(41.7111279, 26.3579609), (38.1846366, 23.5122768)]"
Άρρητα αθέμιτα,"{'Κρήτη', 'Μικρά Ασία>Σινώπη'}",2,"{'Μικρά Ασία', 'Κρήτη'}",2,"[(38.1846366, 23.5122768), (35.308495199999996, 24.46334231842296)]"
